step_ccf_units,Units to convert constituents into step_basis units,kg ore / tonne ore • 1/PPM ,kg ore / m^3 30% slurry • 1/PPM ,kg ore / m^3 20% slurry • 1/PPM ,kg ore / m^3 15% slurry • 1/PPM ,kg ore / m^3 34% slurry • 1/PPM ,kg ore / m^3 34% slurry • 1/PPM ,kg ore / m^3 ~34% slurry • 1/PPM ,kg / m^3 PLS density
volume_defining_basis,"Are we converting from the step basis, or a constituent (extent) of the process basis?",crushed_ore_throughput,scrubbed_slurry_throughput,classified_slurry_throughput,thickener_feed_throughput,leach_slurry_throughput,pls_being_neutralized,CCD_feed_throughput,pregnant_solution_throughput
volume_defining_basis_unit,What unit is the process volume or constituent in?,tonnes ROM ore,m^3 slurry at 30% solids,"m^3 slurry being classified, 20% solids",m^3 slurry to be thickened (start at 15% density),m^3 leach slurry throughput at 34% solids density,m^3 pls throughput at ~34% solids density,m^3 neutralized PLS throughput at ~34% solids density,m^3 pregnant leach solution (need to calculate/assume density)
volume_defining_output,What is the output or output constituent that needs to be converted to,crushed_ore,scrubbed_slurry,classified_slurry,thick_leach_feed,leached_slurry,neutralized_pls,washed_pregnant_leach_solution,pls_post_polishing
volume_defining_output_unit,What unit is that output in?,tonnes ROM ore,m^3 slurry at 20% solids,m^3 classified slurry at 15% solids,m^3 thickened slurry at 55% solids,m^3 leach slurry throughput at 34% solids density,m^3 pls throughput at ~34% solids density,m^3 washed pregnant leach solution (assume ~75 g/L total dissolved solids for now),L PLS_post_polish
primary_input_1_name,,rom_ore_feed,crushed_ore,scrubbed_slurry,classified_slurry,thick_leach_feed,leached_slurry,neutralized_pls,washed_pregnant_leach_solution
primary_input_1_units,Primary input units,m^3 ore feed,tonnes ROM ore,m^3 slurry at 20% solids,m^3 classified slurry at 15% solids,m^3 thickened slurry at 55% solids,m^3 leach slurry throughput at 34% solids density,m^3 leach slurry throughput at 34% solids density,m^3 washed pregnant leach solution (assume ~75 g/L total dissolved solids for now)
primary_input_1_conversion_factor,Conversion factor of input into step basis. (Input * CF = Basis) ,1.9,3.40,1,1,1.934,1,1,1
primary_input_1_constituents,Names of input constituents,Li,Li,Li,Li,Li,Li,Li,Li
primary_input_1_constituent_fractions,Values of input constituents,,,,,,,,
primary_input_1_constituent_units,Units for each input constituent,,,,,,,,
primary_input_1_ccf,Constituent conversion factor of constituent units to step basis. (Constituent * CCF = Basis Units) ,0.001,0.001,0.0002281,0.0001653,0.0008314,0.0004300,0.0004300,0.00105
primary_input_1_ccf_units,Units for constituent conversion factor,kg ore / tonne ore • 1/PPM ,kg ore / tonne ore • 1/PPM ,kg ore / m^3 20% slurry • 1/PPM ,kg ore / m^3 15% slurry • 1/PPM ,kg ore / m^3 55% slurry • 1/PPM ,kg ore / m^3 ~34% slurry • 1/PPM ,kg ore / m^3 ~34% slurry • 1/PPM ,kg / m^3 PLS density
primary_input_1_chemistry_dependence,Does the chemistry for this primary input depend on an output of the previous step? ,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
reagent_1_name,Reagent name,,dispersant,,flocculant,sulfuric_acid,limestone,flocculant,lime
reagent_1_name_long,Long/descriptive reagent name,,Slurry dispersant for clay/silt,,Polymer flocculant for thickener underflow,Sulfuric acid (or other leach acid) for Li extraction,Limestone (CaCO₃) for bulk neutralization,High-molecular-weight flocculant for CCD overflow/underflow separation,CaO
reagent_1_target_constituents,,,scrubbed_slurry_throughput,,thickener_feed_throughput,leach_slurry_throughput,pls_being_neutralized,CCD_feed_throughput,pregnant_solution_throughput
reagent_1_constituent_ratio,Reagent per target (e.g. kg/kg),,0.001,,0.00026,85,11.2,0.04,29.1
reagent_1_target_constituents_eliminated,Fraction of constituent eliminated by target,,0,,0,0,0,0,0
reagent_1_units,,,kg/m^3 slurry,,kg/m^3 slurry,kg acid/m^3,kg/m^3 pls,kg/m^3 ccd_feed_throughput,kg/m^3 pregnant_solution_throughput
reagent_2_name,Reagent name,,process_water,,,process_water,flocculant,,soda_ash
reagent_2_name_long,Long/descriptive reagent name,,,,,,High-molecular-weight flocculant,,Soda ash to target calcium from lime
reagent_2_target_constituents,,,scrubbed_slurry_throughput,,,leach_slurry_throughput,pls_being_neutralized,,pregnant_solution_throughput
reagent_2_constituent_ratio,Reagent per target (e.g. kg/kg),,0.4,,,0.483,0.03,,5.3
reagent_2_target_constituents_eliminated,Fraction of constituent eliminated by target,,0,,,0,0,,0
reagent_2_units,,,,,,,kg/m^3 pls_being_neutralized,,kg/m^3 pregnant_solution_throughput
reagent_3_name,Reagent name,,,,,,,,flocculant
reagent_3_name_long,Long/descriptive reagent name,,,,,,,,High-molecular-weight flocculant
reagent_3_target_constituents,,,,,,,,,pregnant_solution_throughput
reagent_3_constituent_ratio,Reagent per target (e.g. kg/kg),,,,,,,,0.10
reagent_3_target_constituents_eliminated,Fraction of constituent eliminated by target,,,,,,,,0
reagent_3_units,,,,,,,,,kg/m^3 pregnant_solution_throughput
primary_output_1_name,Output stream/material,crushed_ore,scrubbed_slurry,classified_slurry,thick_leach_feed,leached_slurry,neutralized_pls,washed_pregnant_leach_solution,pls_post_polishing
primary_output_1_step,The step or waste material tracker that this output goes to,scrubbing,classifying,thickening,acid_leaching,neutralization,ccd,impurity_removal,Final
primary_output_1_yield_rate,"Yield rate for output, independent of unit conversion factors",1,1,0.95,1,0.9,1,0.99,0.99
primary_output_1_conversion_factor,Convert from step basis units to output units (step basis * CF = output),0.625,1.613,1.380,0.199,1,1,1.31,1000
primary_output_1_units,Units after conversion is applied,tonnes ROM ore,m^3 slurry at 20% solids,m^3 classified slurry at 15% solids,m^3 thickened slurry at 55% solids,m^3 leach slurry throughput at 34% solids density,m^3 pls throughput at ~34% solids density,m^3 washed pregnant leach solution (assume ~75 g/L total dissolved solids for now),L PLS_post_polish
primary_output_1_constituents,,,,,,,,,Li
primary_output_1_constituent_fractions,,,,,,,,,
primary_output_1_constituent_units,,,,,,,,,
primary_output_1_ccf,Constituent conversion factor of constituent units to step basis. (Constituent * CCF = Basis Units) ,0.001,0.0002281,0.0001653,0.0008314,0.0004300,0.0004300,0.00105,0.00105
primary_output_1_ccf_units,Units for constituent conversion factor,kg ore / tonne ore • 1/PPM ,kg ore / m^3 20% slurry • 1/PPM ,kg ore / m^3 15% slurry • 1/PPM ,kg ore / m^3 55% slurry • 1/PPM ,kg ore / m^3 ~34% slurry • 1/PPM ,kg ore / m^3 ~34% slurry • 1/PPM ,kg / m^3 PLS density,kg / m^3 PLS density
primary_output_1_chemistry_dependence,Does the chemistry for this primary output depend on the chemistry of any of the primary inputs?,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
coproduct_1_name,,rejected_coarse,,,thickener_overflow,,,filter_cake,impurity_sludge
coproduct_1_sink,,tailings_solid,,,wastewater_treatment,,,tailings_65,tailings_25
coproduct_1_conversion_factor,,0.1389,,,0,,,0.3,0.05
coproduct_1_units,,m3/tonne,,,m3/m3,,,m3/m3,m3/m3
coproduct_1_constituents,,,,,"water, fine_solids",,,"solids (clay, precipitated Fe/Al/Ca/Mg/B), entrained_liquor","precipitated_impurities (Mg/Ca/B), gypsum, minor Li-bearing liquor"
coproduct_1_constituent_fractions,,,,,,,,,
coproduct_2_name,,,,,,,,,
coproduct_2_sink,,,,,,,,,
coproduct_2_conversion_factor,,,,,,,,,
coproduct_2_units,,,,,,,,,
coproduct_2_constituents,,,,,,,,,
coproduct_2_constituent_fractions,,,,,,,,,
coproduct_3_name,,,,,,,,,
coproduct_3_sink,,,,,,,,,
coproduct_3_conversion_factor,,,,,,,,,
coproduct_3_units,,,,,,,,,
coproduct_3_constituents,,,,,,,,,
coproduct_3_constituent_fractions,,,,,,,,,
